channel_key,upload_rank,age_days
5e28a31c5420,33,64.1
5e28a31c5420,34,67.09
5e28a31c5420,35,69.08
5e28a31c5420,36,71.1
5e28a31c5420,37,73.1
5e28a31c5420,38,75.12
5e28a31c5420,39,76.1
5e28a31c5420,40,78.1
5e28a31c5420,41,79.06
5e28a31c5420,42,82.09
5e28a31c5420,43,83.1
5e28a31c5420,44,85.09
5e28a31c5420,45,88.09
5e28a31c5420,46,89.1
5e28a31c5420,47,90.1
5e28a31c5420,48,92.1
5e28a31c5420,49,95.09
5e28a31c5420,50,96.1
619739817079,1,5.07
619739817079,2,6.29
619739817079,3,14.21
619739817079,4,15.35
619739817079,5,16.42
619739817079,6,21.14
619739817079,7,23.56
619739817079,8,26.28
619739817079,9,29.13
619739817079,10,31.32
619739817079,11,38.3
619739817079,12,102.56
619739817079,13,104.37
619739817079,14,106.29
619739817079,15,107.57
619739817079,16,108.3
619739817079,17,110.21
619739817079,18,111.17
619739817079,19,112.18
619739817079,20,112.42
619739817079,21,113.57
619739817079,22,115.6
619739817079,23,116.34
619739817079,24,117.31
619739817079,25,118.37
619739817079,26,119.22
619739817079,27,120.33
619739817079,28,121.32
619739817079,29,122.6
619739817079,30,123.25
619739817079,31,124.36
619739817079,32,125.24
619739817079,33,126.31
619739817079,34,127.17
619739817079,35,139.36
619739817079,36,140.37
619739817079,37,173.2
619739817079,38,175.36
619739817079,39,181.21
619739817079,40,182.33
619739817079,41,187.32
619739817079,42,191.46
619739817079,43,205.18
619739817079,44,215.17
619739817079,45,216.19
619739817079,46,217.23
619739817079,47,218.2
619739817079,48,223.32
619739817079,49,224.25
619739817079,50,227.28
1a29f109ef6e,1,0.19
1a29f109ef6e,2,0.27
1a29f109ef6e,3,2.28
1a29f109ef6e,4,4.19
1a29f109ef6e,5,4.27
1a29f109ef6e,6,5.27
1a29f109ef6e,7,5.27
1a29f109ef6e,8,6.28
1a29f109ef6e,9,7.73
1a29f109ef6e,10,8.28
1a29f109ef6e,11,9.28
1a29f109ef6e,12,11.24
1a29f109ef6e,13,12.77
1a29f109ef6e,14,13.27
1a29f109ef6e,15,14.27
1a29f109ef6e,16,15.29
1a29f109ef6e,17,16.28
1a29f109ef6e,18,22.27
1a29f109ef6e,19,23.28
1a29f109ef6e,20,24.19
1a29f109ef6e,21,24.27
1a29f109ef6e,22,25.18
1a29f109ef6e,23,25.27
1a29f109ef6e,24,26.27
1a29f109ef6e,25,28.27
1a29f109ef6e,26,29.27
1a29f109ef6e,27,30.28
1a29f109ef6e,28,31.2
1a29f109ef6e,29,31.29
1a29f109ef6e,30,31.73
1a29f109ef6e,31,32.73
1a29f109ef6e,32,33.27
1a29f109ef6e,33,33.56
1a29f109ef6e,34,34.27
1a29f109ef6e,35,35.27
1a29f109ef6e,36,35.28
1a29f109ef6e,37,36.28
1a29f109ef6e,38,36.72
1a29f109ef6e,39,37.28
1a29f109ef6e,40,38.27
1a29f109ef6e,41,39.79
1a29f109ef6e,42,40.35
1a29f109ef6e,43,40.73
1a29f109ef6e,44,42.25
1a29f109ef6e,45,42.31
1a29f109ef6e,46,42.56
1a29f109ef6e,47,43.6
1a29f109ef6e,48,44.28
1a29f109ef6e,49,45.69
1a29f109ef6e,50,47.3
b430be9b64c5,1,0.24
b430be9b64c5,2,0.32
b430be9b64c5,3,0.53
b430be9b64c5,4,0.65
b430be9b64c5,5,0.78
b430be9b64c5,6,1.23
b430be9b64c5,7,1.32
b430be9b64c5,8,1.4
b430be9b64c5,9,1.53
b430be9b64c5,10,1.65
b430be9b64c5,11,1.78
b430be9b64c5,12,2.24
b430be9b64c5,13,2.32
b430be9b64c5,14,2.4
b430be9b64c5,15,2.53
b430be9b64c5,16,2.65
b430be9b64c5,17,2.78
b430be9b64c5,18,3.23
b430be9b64c5,19,3.32
b430be9b64c5,20,3.4
b430be9b64c5,21,3.53
b430be9b64c5,22,3.65
b430be9b64c5,23,3.78
b430be9b64c5,24,4.53
b430be9b64c5,25,4.65
b430be9b64c5,26,4.78
b430be9b64c5,27,5.53
b430be9b64c5,28,5.65
b430be9b64c5,29,5.78
b430be9b64c5,30,6.53
b430be9b64c5,31,6.65
b430be9b64c5,32,6.78
b430be9b64c5,33,7.53
b430be9b64c5,34,7.65
b430be9b64c5,35,7.78
b430be9b64c5,36,8.53
b430be9b64c5,37,8.65
b430be9b64c5,38,9.53
b430be9b64c5,39,9.65
b430be9b64c5,40,9.78
b430be9b64c5,41,10.53
b430be9b64c5,42,10.65
b430be9b64c5,43,11.53
b430be9b64c5,44,11.65
b430be9b64c5,45,11.78
b430be9b64c5,46,12.53
b430be9b64c5,47,12.65
b430be9b64c5,48,12.78
b430be9b64c5,49,13.53
b430be9b64c5,50,13.65
11687dc9d6f4,1,2.33
11687dc9d6f4,2,3.32
11687dc9d6f4,3,4.26
11687dc9d6f4,4,5.29
11687dc9d6f4,5,6.34
11687dc9d6f4,6,7.26
11687dc9d6f4,7,8.57
11687dc9d6f4,8,10.44
11687dc9d6f4,9,11.55
11687dc9d6f4,10,12.1
11687dc9d6f4,11,13.36
11687dc9d6f4,12,15.13
11687dc9d6f4,13,16.68
11687dc9d6f4,14,17.67
11687dc9d6f4,15,18.33
11687dc9d6f4,16,19.6
11687dc9d6f4,17,20.31
11687dc9d6f4,18,20.58
11687dc9d6f4,19,22.17
11687dc9d6f4,20,22.51
11687dc9d6f4,21,23.41
11687dc9d6f4,22,24.26
11687dc9d6f4,23,24.63
11687dc9d6f4,24,25.31
11687dc9d6f4,25,27.19
11687dc9d6f4,26,27.65
11687dc9d6f4,27,29.56
11687dc9d6f4,28,30.26
11687dc9d6f4,29,35.19
11687dc9d6f4,30,38.18
11687dc9d6f4,31,42.35
11687dc9d6f4,32,43.18
11687dc9d6f4,33,44.2
11687dc9d6f4,34,45.27
11687dc9d6f4,35,46.14
11687dc9d6f4,36,48.6
11687dc9d6f4,37,49.6
11687dc9d6f4,38,51.42
11687dc9d6f4,39,52.43
11687dc9d6f4,40,53.56
11687dc9d6f4,41,55.55
11687dc9d6f4,42,56.38
11687dc9d6f4,43,57.64
11687dc9d6f4,44,58.54
11687dc9d6f4,45,59.36
11687dc9d6f4,46,88.23
11687dc9d6f4,47,89.46
11687dc9d6f4,48,118.3
11687dc9d6f4,49,119.32
11687dc9d6f4,50,120.37
29e631a10493,1,2.45
29e631a10493,2,4.06
29e631a10493,3,4.12
29e631a10493,4,4.14
29e631a10493,5,5.48
29e631a10493,6,6.41
29e631a10493,7,10.06
29e631a10493,8,10.1
29e631a10493,9,11.11
29e631a10493,10,11.27
29e631a10493,11,12.46
29e631a10493,12,15.36
29e631a10493,13,16.85
29e631a10493,14,20.08
29e631a10493,15,21.48
29e631a10493,16,23.07
29e631a10493,17,23.23
29e631a10493,18,23.25
29e631a10493,19,23.41
29e631a10493,20,25.27
29e631a10493,21,25.47
29e631a10493,22,27.1
29e631a10493,23,27.11
29e631a10493,24,28.33
29e631a10493,25,28.47
29e631a10493,26,29.45
29e631a10493,27,33.07
29e631a10493,28,33.09
29e631a10493,29,33.66
29e631a10493,30,34.12
29e631a10493,31,36.33
29e631a10493,32,37.07
29e631a10493,33,37.13
29e631a10493,34,37.14
29e631a10493,35,39.27
29e631a10493,36,39.61
29e631a10493,37,41.15
29e631a10493,38,41.18
29e631a10493,39,41.22
29e631a10493,40,42.29
29e631a10493,41,42.49
29e631a10493,42,43.62
29e631a10493,43,44.19
29e631a10493,44,46.62
29e631a10493,45,47.2
29e631a10493,46,47.65
29e631a10493,47,48.23
29e631a10493,48,50.32
29e631a10493,49,50.41
29e631a10493,50,50.42
245582f904c7,1,0.15
245582f904c7,2,0.4
245582f904c7,3,0.53
245582f904c7,4,1.19
245582f904c7,5,3.32
245582f904c7,6,5.15
245582f904c7,7,5.28
245582f904c7,8,5.4
245582f904c7,9,5.43
245582f904c7,10,6.1
245582f904c7,11,6.36
245582f904c7,12,7.4
245582f904c7,13,7.4
245582f904c7,14,8.19
245582f904c7,15,10.32
245582f904c7,16,11.32
245582f904c7,17,12.28
245582f904c7,18,12.4
245582f904c7,19,13.36
245582f904c7,20,13.49
245582f904c7,21,14.23
245582f904c7,22,14.38
245582f904c7,23,14.46
245582f904c7,24,15.19
245582f904c7,25,16.28
245582f904c7,26,18.32
245582f904c7,27,18.53
245582f904c7,28,19.4
245582f904c7,29,20.32
245582f904c7,30,21.19
245582f904c7,31,21.4
245582f904c7,32,22.19
245582f904c7,33,23.36
245582f904c7,34,24.4
245582f904c7,35,25.32
245582f904c7,36,26.19
245582f904c7,37,26.4
245582f904c7,38,26.49
245582f904c7,39,27.15
245582f904c7,40,27.4
245582f904c7,41,28.48
245582f904c7,42,32.19
245582f904c7,43,33.11
245582f904c7,44,33.4
245582f904c7,45,34.11
245582f904c7,46,35.4
245582f904c7,47,36.19
245582f904c7,48,38.32
245582f904c7,49,39.32
245582f904c7,50,40.28
22ae93feae3f,1,0.21
22ae93feae3f,2,0.26
22ae93feae3f,3,0.3
22ae93feae3f,4,1.26
22ae93feae3f,5,1.3
22ae93feae3f,6,3.21
22ae93feae3f,7,3.26
22ae93feae3f,8,3.3
22ae93feae3f,9,4.21
22ae93feae3f,10,4.26
22ae93feae3f,11,4.3
22ae93feae3f,12,6.26
22ae93feae3f,13,6.3
22ae93feae3f,14,7.21
22ae93feae3f,15,7.26
22ae93feae3f,16,7.3
22ae93feae3f,17,8.2
22ae93feae3f,18,8.26
22ae93feae3f,19,8.3
22ae93feae3f,20,9.21
22ae93feae3f,21,9.26
22ae93feae3f,22,9.3
22ae93feae3f,23,11.26
22ae93feae3f,24,11.3
22ae93feae3f,25,12.21
22ae93feae3f,26,12.26
22ae93feae3f,27,12.3
22ae93feae3f,28,13.21
22ae93feae3f,29,13.26
22ae93feae3f,30,13.3
22ae93feae3f,31,14.26
22ae93feae3f,32,14.3
22ae93feae3f,33,15.26
22ae93feae3f,34,15.3
22ae93feae3f,35,16.21
22ae93feae3f,36,16.26
22ae93feae3f,37,16.3
22ae93feae3f,38,18.21
22ae93feae3f,39,18.26
22ae93feae3f,40,18.3
22ae93feae3f,41,19.26
22ae93feae3f,42,19.3
22ae93feae3f,43,20.21
22ae93feae3f,44,20.26
22ae93feae3f,45,20.3
22ae93feae3f,46,20.34
22ae93feae3f,47,21.21
22ae93feae3f,48,21.26
22ae93feae3f,49,21.3
22ae93feae3f,50,22.21
4c2b310e52ba,1,0.42
4c2b310e52ba,2,1.4
4c2b310e52ba,3,2.42
4c2b310e52ba,4,3.52
4c2b310e52ba,5,4.42
4c2b310e52ba,6,5.41
4c2b310e52ba,7,6.43
4c2b310e52ba,8,7.47
4c2b310e52ba,9,8.4
4c2b310e52ba,10,9.4
4c2b310e52ba,11,10.42
4c2b310e52ba,12,11.41
4c2b310e52ba,13,12.4
4c2b310e52ba,14,13.42
4c2b310e52ba,15,14.42
4c2b310e52ba,16,15.44
4c2b310e52ba,17,16.44
4c2b310e52ba,18,17.42
4c2b310e52ba,19,18.41
4c2b310e52ba,20,19.41
4c2b310e52ba,21,20.41
4c2b310e52ba,22,21.4
4c2b310e52ba,23,22.41
4c2b310e52ba,24,23.39
4c2b310e52ba,25,24.45
4c2b310e52ba,26,25.41
4c2b310e52ba,27,26.46
4c2b310e52ba,28,27.36
4c2b310e52ba,29,28.43
4c2b310e52ba,30,29.41
4c2b310e52ba,31,30.42
4c2b310e52ba,32,31.4
4c2b310e52ba,33,32.44
4c2b310e52ba,34,33.45
4c2b310e52ba,35,34.59
4c2b310e52ba,36,35.4
4c2b310e52ba,37,36.4
4c2b310e52ba,38,37.38
4c2b310e52ba,39,38.39
4c2b310e52ba,40,39.39
4c2b310e52ba,41,40.38
4c2b310e52ba,42,41.39
4c2b310e52ba,43,42.37
4c2b310e52ba,44,43.39
4c2b310e52ba,45,44.39
4c2b310e52ba,46,45.4
4c2b310e52ba,47,47.41
4c2b310e52ba,48,48.42
4c2b310e52ba,49,55.42
4c2b310e52ba,50,168.54
fd3ab6ce902a,1,0.34
fd3ab6ce902a,2,0.7
fd3ab6ce902a,3,1.61
fd3ab6ce902a,4,1.83
fd3ab6ce902a,5,2.34
fd3ab6ce902a,6,2.54
fd3ab6ce902a,7,2.68
fd3ab6ce902a,8,3.46
fd3ab6ce902a,9,3.71
fd3ab6ce902a,10,4.3
fd3ab6ce902a,11,4.5
fd3ab6ce902a,12,4.73
fd3ab6ce902a,13,5.33
fd3ab6ce902a,14,5.67
fd3ab6ce902a,15,5.79
fd3ab6ce902a,16,6.35
fd3ab6ce902a,17,6.6
fd3ab6ce902a,18,6.7
fd3ab6ce902a,19,7.4
fd3ab6ce902a,20,7.64
fd3ab6ce902a,21,8.43
fd3ab6ce902a,22,8.63
fd3ab6ce902a,23,9.39
fd3ab6ce902a,24,9.65
fd3ab6ce902a,25,9.83
fd3ab6ce902a,26,10.58
fd3ab6ce902a,27,10.79
fd3ab6ce902a,28,11.47
fd3ab6ce902a,29,11.69
fd3ab6ce902a,30,11.8
fd3ab6ce902a,31,12.45
fd3ab6ce902a,32,12.64
fd3ab6ce902a,33,13.36
fd3ab6ce902a,34,13.72
fd3ab6ce902a,35,14.33
fd3ab6ce902a,36,14.46
fd3ab6ce902a,37,14.74
fd3ab6ce902a,38,15.34
fd3ab6ce902a,39,15.68
fd3ab6ce902a,40,15.86
fd3ab6ce902a,41,16.5
fd3ab6ce902a,42,16.76
fd3ab6ce902a,43,16.88
fd3ab6ce902a,44,17.56
fd3ab6ce902a,45,17.79
fd3ab6ce902a,46,18.38
fd3ab6ce902a,47,18.76
fd3ab6ce902a,48,19.49
fd3ab6ce902a,49,19.79
fd3ab6ce902a,50,20.48
5bdf39d92c04,1,0.07
5bdf39d92c04,2,0.67
5bdf39d92c04,3,1.07
5bdf39d92c04,4,1.69
5bdf39d92c04,5,2.07
5bdf39d92c04,6,2.69
5bdf39d92c04,7,3.07
5bdf39d92c04,8,3.69
5bdf39d92c04,9,4.07
5bdf39d92c04,10,4.69
5bdf39d92c04,11,5.07
5bdf39d92c04,12,5.69
5bdf39d92c04,13,6.07
5bdf39d92c04,14,6.69
5bdf39d92c04,15,7.07
5bdf39d92c04,16,7.69
5bdf39d92c04,17,8.07
5bdf39d92c04,18,8.69
5bdf39d92c04,19,9.07
5bdf39d92c04,20,9.69
5bdf39d92c04,21,10.07
5bdf39d92c04,22,10.69
5bdf39d92c04,23,11.07
5bdf39d92c04,24,11.69
5bdf39d92c04,25,12.07
5bdf39d92c04,26,12.69
5bdf39d92c04,27,13.07
5bdf39d92c04,28,13.69
5bdf39d92c04,29,14.07
5bdf39d92c04,30,14.69
5bdf39d92c04,31,15.07
5bdf39d92c04,32,15.69
5bdf39d92c04,33,16.07
5bdf39d92c04,34,16.69
5bdf39d92c04,35,17.07
5bdf39d92c04,36,17.69
5bdf39d92c04,37,25.07
5bdf39d92c04,38,25.69
5bdf39d92c04,39,26.07
5bdf39d92c04,40,26.69
5bdf39d92c04,41,27.07
5bdf39d92c04,42,27.69
5bdf39d92c04,43,28.07
5bdf39d92c04,44,28.69
5bdf39d92c04,45,29.07
5bdf39d92c04,46,29.69
5bdf39d92c04,47,30.07
5bdf39d92c04,48,30.69
5bdf39d92c04,49,31.07
5bdf39d92c04,50,31.69
79fd23252967,1,0.19
79fd23252967,2,0.25
79fd23252967,3,0.36
79fd23252967,4,0.48
79fd23252967,5,1.21
79fd23252967,6,1.3
79fd23252967,7,1.48
79fd23252967,8,2.22
79fd23252967,9,2.28
79fd23252967,10,2.31
79fd23252967,11,2.35
79fd23252967,12,2.46
79fd23252967,13,2.51
79fd23252967,14,3.19
79fd23252967,15,3.22
79fd23252967,16,3.34
79fd23252967,17,3.48
79fd23252967,18,4.26
79fd23252967,19,4.32
79fd23252967,20,4.37
79fd23252967,21,4.45
79fd23252967,22,5.28
79fd23252967,23,5.37
79fd23252967,24,5.39
79fd23252967,25,5.5
79fd23252967,26,6.22
79fd23252967,27,6.37
79fd23252967,28,6.52
79fd23252967,29,7.2
79fd23252967,30,7.32
79fd23252967,31,7.37
79fd23252967,32,7.47
79fd23252967,33,7.73
79fd23252967,34,8.12
79fd23252967,35,8.17
79fd23252967,36,8.46
79fd23252967,37,8.52
79fd23252967,38,9.11
79fd23252967,39,9.24
79fd23252967,40,9.28
79fd23252967,41,9.33
79fd23252967,42,9.35
79fd23252967,43,9.43
79fd23252967,44,9.47
79fd23252967,45,10.15
79fd23252967,46,10.33
79fd23252967,47,10.39
79fd23252967,48,10.5
79fd23252967,49,11.25
79fd23252967,50,11.34
cc0b34ea554a,1,1.03
cc0b34ea554a,2,3.02
cc0b34ea554a,3,4.11
cc0b34ea554a,4,6.03
cc0b34ea554a,5,8.1
cc0b34ea554a,6,9.04
cc0b34ea554a,7,10.11
cc0b34ea554a,8,12.02
cc0b34ea554a,9,12.15
cc0b34ea554a,10,14.09
cc0b34ea554a,11,16.03
cc0b34ea554a,12,18.09
cc0b34ea554a,13,19.03
cc0b34ea554a,14,20.09
cc0b34ea554a,15,22.04
cc0b34ea554a,16,22.13
cc0b34ea554a,17,25.16
cc0b34ea554a,18,26.13
cc0b34ea554a,19,28.09
cc0b34ea554a,20,29.06
cc0b34ea554a,21,30.01
cc0b34ea554a,22,33.07
cc0b34ea554a,23,35.11
cc0b34ea554a,24,36.02
cc0b34ea554a,25,37.02
cc0b34ea554a,26,39.12
cc0b34ea554a,27,40.02
cc0b34ea554a,28,43.12
cc0b34ea554a,29,44.01
cc0b34ea554a,30,45.09
cc0b34ea554a,31,47.18
cc0b34ea554a,32,48.03
cc0b34ea554a,33,50.02
cc0b34ea554a,34,51.13
cc0b34ea554a,35,53.09
cc0b34ea554a,36,54.0
cc0b34ea554a,37,54.11
cc0b34ea554a,38,55.07
cc0b34ea554a,39,56.03
cc0b34ea554a,40,56.14
cc0b34ea554a,41,58.08
cc0b34ea554a,42,59.1
cc0b34ea554a,43,59.97
cc0b34ea554a,44,62.09
cc0b34ea554a,45,63.98
cc0b34ea554a,46,66.09
cc0b34ea554a,47,67.16
cc0b34ea554a,48,69.0
cc0b34ea554a,49,71.17
cc0b34ea554a,50,73.11
cb677572e4f8,1,0.24
cb677572e4f8,2,0.25
cb677572e4f8,3,0.28
cb677572e4f8,4,0.29
cb677572e4f8,5,0.33
cb677572e4f8,6,0.35
cb677572e4f8,7,0.36
cb677572e4f8,8,0.41
cb677572e4f8,9,0.51
cb677572e4f8,10,1.07
cb677572e4f8,11,1.11
cb677572e4f8,12,1.15
cb677572e4f8,13,1.19
cb677572e4f8,14,1.24
cb677572e4f8,15,1.28
cb677572e4f8,16,1.32
cb677572e4f8,17,1.36
cb677572e4f8,18,1.36
cb677572e4f8,19,1.4
cb677572e4f8,20,1.44
cb677572e4f8,21,1.49
cb677572e4f8,22,1.53
cb677572e4f8,23,1.57
cb677572e4f8,24,1.59
cb677572e4f8,25,1.61
cb677572e4f8,26,1.65
cb677572e4f8,27,1.69
cb677572e4f8,28,1.74
cb677572e4f8,29,1.78
cb677572e4f8,30,1.82
cb677572e4f8,31,2.06
cb677572e4f8,32,2.26
cb677572e4f8,33,2.54
cb677572e4f8,34,2.57
cb677572e4f8,35,2.63
cb677572e4f8,36,2.71
cb677572e4f8,37,2.72
cb677572e4f8,38,3.17
cb677572e4f8,39,3.19
cb677572e4f8,40,3.4
cb677572e4f8,41,4.27
cb677572e4f8,42,4.33
cb677572e4f8,43,4.48
cb677572e4f8,44,4.72
cb677572e4f8,45,4.73
cb677572e4f8,46,5.16
cb677572e4f8,47,5.17
cb677572e4f8,48,5.39
cb677572e4f8,49,5.41
cb677572e4f8,50,5.47
6c0b58650a1b,1,0.49
6c0b58650a1b,2,1.48
6c0b58650a1b,3,2.65
6c0b58650a1b,4,3.65
6c0b58650a1b,5,3.69
6c0b58650a1b,6,4.48
6c0b58650a1b,7,5.48
6c0b58650a1b,8,7.48
6c0b58650a1b,9,9.68
6c0b58650a1b,10,10.65
6c0b58650a1b,11,11.49
6c0b58650a1b,12,12.48
6c0b58650a1b,13,15.44
6c0b58650a1b,14,16.64
6c0b58650a1b,15,17.65
6c0b58650a1b,16,18.49
6c0b58650a1b,17,20.54
6c0b58650a1b,18,21.65
6c0b58650a1b,19,22.67
6c0b58650a1b,20,24.64
6c0b58650a1b,21,25.65
6c0b58650a1b,22,26.57
6c0b58650a1b,23,27.66
6c0b58650a1b,24,28.47
6c0b58650a1b,25,30.51
6c0b58650a1b,26,34.62
6c0b58650a1b,27,35.61
6c0b58650a1b,28,36.65
6c0b58650a1b,29,38.64
6c0b58650a1b,30,39.6
6c0b58650a1b,31,40.65
6c0b58650a1b,32,42.65
6c0b58650a1b,33,43.65
6c0b58650a1b,34,44.7
6c0b58650a1b,35,45.67
6c0b58650a1b,36,46.65
6c0b58650a1b,37,47.65
6c0b58650a1b,38,48.68
6c0b58650a1b,39,50.65
6c0b58650a1b,40,51.65
6c0b58650a1b,41,53.66
6c0b58650a1b,42,55.67
6c0b58650a1b,43,56.68
6c0b58650a1b,44,57.69
6c0b58650a1b,45,58.65
6c0b58650a1b,46,59.65
6c0b58650a1b,47,62.65
6c0b58650a1b,48,63.65
6c0b58650a1b,49,64.58
6c0b58650a1b,50,65.67
3a9308b8aadf,1,0.26
3a9308b8aadf,2,0.39
3a9308b8aadf,3,0.44
3a9308b8aadf,4,0.53
3a9308b8aadf,5,1.26
3a9308b8aadf,6,1.43
3a9308b8aadf,7,1.57
3a9308b8aadf,8,1.65
3a9308b8aadf,9,3.65
3a9308b8aadf,10,4.26
3a9308b8aadf,11,4.31
3a9308b8aadf,12,4.35
3a9308b8aadf,13,4.4
3a9308b8aadf,14,5.26
3a9308b8aadf,15,5.35
3a9308b8aadf,16,5.4
3a9308b8aadf,17,5.42
3a9308b8aadf,18,6.26
3a9308b8aadf,19,6.32
3a9308b8aadf,20,6.42
3a9308b8aadf,21,6.51
3a9308b8aadf,22,6.57
3a9308b8aadf,23,7.35
3a9308b8aadf,24,7.46
3a9308b8aadf,25,7.61
3a9308b8aadf,26,8.26
3a9308b8aadf,27,8.31
3a9308b8aadf,28,8.33
3a9308b8aadf,29,8.62
3a9308b8aadf,30,10.65
3a9308b8aadf,31,11.26
3a9308b8aadf,32,11.31
3a9308b8aadf,33,11.36
3a9308b8aadf,34,11.65
3a9308b8aadf,35,12.26
3a9308b8aadf,36,12.33
3a9308b8aadf,37,12.36
3a9308b8aadf,38,12.65
3a9308b8aadf,39,13.36
3a9308b8aadf,40,13.43
3a9308b8aadf,41,13.47
3a9308b8aadf,42,13.57
3a9308b8aadf,43,14.31
3a9308b8aadf,44,14.49
3a9308b8aadf,45,14.6
3a9308b8aadf,46,15.26
3a9308b8aadf,47,15.31
3a9308b8aadf,48,15.61
3a9308b8aadf,49,17.65
3a9308b8aadf,50,18.27
44d5aed80d82,1,0.35
44d5aed80d82,2,4.38
44d5aed80d82,3,5.39
44d5aed80d82,4,6.53
44d5aed80d82,5,8.36
44d5aed80d82,6,10.64
44d5aed80d82,7,13.6
44d5aed80d82,8,16.66
44d5aed80d82,9,17.66
44d5aed80d82,10,18.58
44d5aed80d82,11,20.54
44d5aed80d82,12,25.6
44d5aed80d82,13,29.63
44d5aed80d82,14,32.64
44d5aed80d82,15,34.42
44d5aed80d82,16,35.63
44d5aed80d82,17,41.41
44d5aed80d82,18,47.61
44d5aed80d82,19,48.56
44d5aed80d82,20,51.5
44d5aed80d82,21,52.63
44d5aed80d82,22,59.76
44d5aed80d82,23,64.38
44d5aed80d82,24,68.55
44d5aed80d82,25,71.59
44d5aed80d82,26,78.47
44d5aed80d82,27,81.39
44d5aed80d82,28,83.63
44d5aed80d82,29,86.41
44d5aed80d82,30,87.6
44d5aed80d82,31,89.4
44d5aed80d82,32,90.61
44d5aed80d82,33,94.8
44d5aed80d82,34,96.55
44d5aed80d82,35,102.4
44d5aed80d82,36,105.47
44d5aed80d82,37,106.42
44d5aed80d82,38,109.61
44d5aed80d82,39,110.72
44d5aed80d82,40,114.41
44d5aed80d82,41,118.53
44d5aed80d82,42,122.29
44d5aed80d82,43,125.52
44d5aed80d82,44,128.41
44d5aed80d82,45,129.37
44d5aed80d82,46,132.52
44d5aed80d82,47,133.4
44d5aed80d82,48,134.4
44d5aed80d82,49,136.42
44d5aed80d82,50,137.36
ea5d15531523,1,0.12
ea5d15531523,2,0.12
ea5d15531523,3,0.28
ea5d15531523,4,0.32
ea5d15531523,5,1.08
ea5d15531523,6,1.13
ea5d15531523,7,1.3
ea5d15531523,8,2.14
ea5d15531523,9,2.3
ea5d15531523,10,2.32
ea5d15531523,11,3.12
ea5d15531523,12,3.13
ea5d15531523,13,3.27
ea5d15531523,14,4.19
ea5d15531523,15,4.32
ea5d15531523,16,5.13
ea5d15531523,17,5.19
ea5d15531523,18,5.32
ea5d15531523,19,6.19
ea5d15531523,20,6.28
ea5d15531523,21,6.32
ea5d15531523,22,7.11
ea5d15531523,23,7.13
ea5d15531523,24,7.28
ea5d15531523,25,8.19
ea5d15531523,26,8.71
ea5d15531523,27,9.09
ea5d15531523,28,9.13
ea5d15531523,29,9.36
ea5d15531523,30,9.36
ea5d15531523,31,10.12
ea5d15531523,32,10.12
ea5d15531523,33,10.4
ea5d15531523,34,11.24
ea5d15531523,35,11.37
ea5d15531523,36,12.13
ea5d15531523,37,12.28
ea5d15531523,38,13.17
ea5d15531523,39,13.25
ea5d15531523,40,13.27
ea5d15531523,41,14.12
ea5d15531523,42,14.19
ea5d15531523,43,14.33
ea5d15531523,44,15.17
ea5d15531523,45,15.24
ea5d15531523,46,15.4
ea5d15531523,47,16.14
ea5d15531523,48,16.53
ea5d15531523,49,17.15
ea5d15531523,50,17.3
0a80045edd7d,1,2.53
0a80045edd7d,2,3.53
0a80045edd7d,3,4.53
0a80045edd7d,4,5.53
0a80045edd7d,5,8.53
0a80045edd7d,6,10.53
0a80045edd7d,7,12.53
0a80045edd7d,8,13.53
0a80045edd7d,9,14.53
0a80045edd7d,10,16.36
0a80045edd7d,11,16.53
0a80045edd7d,12,17.53
0a80045edd7d,13,18.53
0a80045edd7d,14,21.53
0a80045edd7d,15,22.53
0a80045edd7d,16,23.53
0a80045edd7d,17,24.53
0a80045edd7d,18,25.53
0a80045edd7d,19,26.53
0a80045edd7d,20,27.53
0a80045edd7d,21,28.53
0a80045edd7d,22,29.53
0a80045edd7d,23,30.53
0a80045edd7d,24,31.53
0a80045edd7d,25,32.53
0a80045edd7d,26,33.53
0a80045edd7d,27,34.53
0a80045edd7d,28,35.53
0a80045edd7d,29,36.53
0a80045edd7d,30,37.53
0a80045edd7d,31,38.53
0a80045edd7d,32,39.53
0a80045edd7d,33,40.53
0a80045edd7d,34,41.53
0a80045edd7d,35,42.53
0a80045edd7d,36,43.61
0a80045edd7d,37,45.03
0a80045edd7d,38,45.53
0a80045edd7d,39,46.53
0a80045edd7d,40,47.61
0a80045edd7d,41,48.61
0a80045edd7d,42,49.53
0a80045edd7d,43,51.53
0a80045edd7d,44,52.61
0a80045edd7d,45,53.53
0a80045edd7d,46,55.53
0a80045edd7d,47,56.53
0a80045edd7d,48,57.53
0a80045edd7d,49,59.53
0a80045edd7d,50,60.53
fcd3b69b8f91,1,6.36
fcd3b69b8f91,2,9.6
fcd3b69b8f91,3,9.6
fcd3b69b8f91,4,9.77
fcd3b69b8f91,5,9.77
fcd3b69b8f91,6,9.77
fcd3b69b8f91,7,9.77
fcd3b69b8f91,8,13.28
fcd3b69b8f91,9,13.28
fcd3b69b8f91,10,17.62
fcd3b69b8f91,11,17.62
fcd3b69b8f91,12,18.26
fcd3b69b8f91,13,18.26
fcd3b69b8f91,14,18.26
fcd3b69b8f91,15,20.29
fcd3b69b8f91,16,20.29
fcd3b69b8f91,17,20.29
fcd3b69b8f91,18,69.44
